,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
133,SI,2024-10-03,91.1,2.05,5.61,"Quintana, Jose",686217,500779,,foul_tip,,,,,11,Sal Frelick called out on strikes.,F,L,L,MIL,NYM,S,,,0,1,2024,1.17,0.97,-0.98,2.48,,596142,,1,2,Bot,,,,,,,-10.163812677648428,-132.29455319841497,-4.031862901809699,15.935935097387196,28.886004933565655,-20.06525748676335,3.02,1.41,,,,91.4,2198,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.89,,,,,,,,14,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,157,0.0,-0.08,29.2,6.0,,0.08,,0,0,0.571,0.571,35,24,35,24,1,0,5,1,6,,1.79,1.17,1.17,41.8
137,SI,2024-10-03,91.3,2.18,5.64,"Quintana, Jose",686217,500779,,called_strike,,,,,1,Sal Frelick called out on strikes.,F,L,L,MIL,NYM,S,,,0,0,2024,1.27,1.09,-0.52,2.65,,596142,,1,2,Bot,,,,,,,-9.550416249911398,-132.51007670710385,-3.92892950478163,17.041735281287604,29.02676960412451,-18.714858981998617,3.01,1.46,,,,91.4,2042,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.94,,,,,,,,14,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,-0.045,,,,0.045,,0,0,0.571,0.571,35,24,35,24,1,0,5,1,6,,1.67,1.27,1.27,41.2
144,SI,2024-10-03,91.0,2.25,5.59,"Quintana, Jose",656555,500779,strikeout,swinging_strike,,,,,6,Rhys Hoskins strikes out swinging.,F,R,L,MIL,NYM,S,2,,2,2,2024,1.22,1.13,0.71,2.66,,596142,,0,2,Bot,,,,,,,-6.536686809858179,-132.32981391608027,-3.8609721851980465,15.776180614003923,29.360901085068736,-18.2906157111604,3.5,1.61,,,,91.2,2116,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.97,,0.0,0.0,1,0,0,,13,6,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,164,-0.044,-0.395,69.9,7.8,,0.395,,0,0,0.615,0.615,35,31,35,31,1,0,5,1,6,,1.64,1.22,-1.22,41.3
145,CH,2024-10-03,86.0,2.26,5.63,"Quintana, Jose",656555,500779,,foul,,,,,9,Rhys Hoskins strikes out swinging.,F,R,L,MIL,NYM,S,,,2,2,2024,1.03,0.28,0.46,1.59,,596142,,0,2,Bot,,,,,,,-6.346039668104408,-125.12718574810395,-3.911235948166721,12.077179857302772,24.912556262537297,-28.617496386909245,3.5,1.61,,,,86.0,1350,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.25,,,,,,,,13,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,123,0.0,0.0,75.8,9.0,,0.0,,0,0,0.615,0.615,35,31,35,31,1,0,5,1,6,,2.8,1.03,-1.03,42.5
150,CU,2024-10-03,78.6,2.24,5.71,"Quintana, Jose",656555,500779,,foul,,,,,14,Rhys Hoskins strikes out swinging.,F,R,L,MIL,NYM,S,,,2,1,2024,-0.6,-0.7,0.52,1.47,,596142,,0,2,Bot,,,,,,,-2.6459644530738786,-114.55481531191606,-1.0854234526409976,-4.745698414250163,21.41850420050993,-38.3256941616811,3.5,1.61,,,,79.2,2228,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.83,,,,,,,,13,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,299,0.0,-0.082,,,,0.082,,0,0,0.615,0.615,35,31,35,31,1,0,5,1,6,,4.38,-0.6,0.6,46.1
154,SI,2024-10-03,91.0,2.34,5.56,"Quintana, Jose",656555,500779,,ball,,,,,14,Rhys Hoskins strikes out swinging.,F,R,L,MIL,NYM,B,,,1,1,2024,1.16,1.02,1.09,1.76,,596142,,0,2,Bot,,,,,,,-5.6569844160699,-132.29015984313406,-5.820425362270553,14.885158962436302,29.06350775674561,-19.11613414918452,3.56,1.6,,,,91.2,2023,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.98,,,,,,,,13,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,135,0.0,0.056,,,,-0.056,,0,0,0.615,0.615,35,31,35,31,1,0,5,1,6,,1.74,1.16,-1.16,40.0
160,CH,2024-10-03,84.5,2.26,5.66,"Quintana, Jose",656555,500779,,ball,,,,,14,Rhys Hoskins strikes out swinging.,F,R,L,MIL,NYM,B,,,0,1,2024,1.0,-0.02,1.07,1.65,,596142,,0,2,Bot,,,,,,,-4.758190755245364,-122.92530451327367,-2.906557426776558,11.04436033393781,24.794116854099816,-32.029868565623715,3.56,1.66,,,,84.3,1280,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.31,,,,,,,,13,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,125,0.0,0.049,,,,-0.049,,0,0,0.615,0.615,35,31,35,31,1,0,5,1,6,,3.22,1.0,-1.0,39.7
161,FF,2024-10-03,92.2,2.21,5.73,"Quintana, Jose",656555,500779,,foul,,,,,2,Rhys Hoskins strikes out swinging.,F,R,L,MIL,NYM,S,,,0,0,2024,0.47,1.39,0.1,2.96,,596142,,0,2,Bot,,,,,,,-6.392461602700014,-134.05243648115402,-4.2301609863468554,7.069883532224306,30.201006120158883,-14.736456239398978,3.5,1.61,182,75.1,62,92.2,2173,6.4,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.05,,,,,,,,13,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,158,0.0,-0.047,67.7,7.3,,0.047,88.0,0,0,0.615,0.615,35,31,35,31,1,0,5,1,6,,1.31,0.47,-0.47,43.0
165,FF,2024-10-03,91.7,2.08,5.79,"Quintana, Jose",596142,500779,double,hit_into_play,,,,,1,Gary Sánchez doubles (1) on a sharp line drive to left fielder Brandon Nimmo.,F,R,L,MIL,NYM,X,7,line_drive,1,0,2024,0.36,1.38,-0.37,3.26,,,,0,2,Bot,42.09,91.13,,,,,-7.006917903583469,-133.33492476176036,-3.516232990364485,5.817913572073127,28.258576584132697,-15.176237492945742,3.36,1.58,288,108.5,17,92.1,2114,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.97,0.64,0.774,1.25,1,1,1,6,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,159,0.065,0.588,74.0,7.0,1.201,-0.588,108.5,0,0,0.55,0.55,35,31,35,32,1,0,5,1,6,,1.33,0.36,-0.36,45.7
170,CU,2024-10-03,78.7,2.21,5.76,"Quintana, Jose",596142,500779,,ball,,,,,14,Gary Sánchez doubles (1) on a sharp line drive to left fielder Brandon Nimmo.,F,R,L,MIL,NYM,B,,,0,0,2024,-0.51,-0.5,0.54,0.85,,,,0,2,Bot,,,,,,,-2.69566089906757,-114.70459323167562,-2.966132107919793,-4.018019999243151,20.59309219591902,-36.29707460242192,3.41,1.57,,,,79.6,2237,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.76,,,,,,,,12,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,305,0.0,0.034,,,,-0.034,,0,0,0.55,0.55,35,31,35,32,1,0,5,1,6,,4.16,-0.51,0.51,44.9
121,SL,2024-10-03,85.6,-0.95,5.86,"Myers, Tobias",516782,668964,field_out,hit_into_play,,,,,14,Starling Marte lines out to center fielder Blake Perkins.,F,R,R,MIL,NYM,X,8,line_drive,0,1,2024,0.54,0.19,0.99,2.09,,,,2,2,Top,119.24,90.58,,,,,3.498653018892879,-124.6462782652313,-3.005694988412677,4.874234869935086,26.603087691354595,-29.740690389304493,3.53,1.6,271,82.7,23,85.8,2153,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.95,0.394,0.366,0.0,1,0,0,3,11,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,136,0.01,-0.083,74.6,7.6,0.472,0.083,88.0,0,0,0.54,0.46,25,35,26,36,1,0,5,1,,2,2.93,-0.54,-0.54,64.4
125,SL,2024-10-03,85.9,-0.82,5.89,"Myers, Tobias",516782,668964,,called_strike,,,,,9,Starling Marte lines out to center fielder Blake Perkins.,F,R,R,MIL,NYM,S,,,0,0,2024,0.58,0.56,0.39,1.54,,,,2,2,Top,,,,,,,1.6949699932962354,-125.06098604263856,-5.232253477452373,5.787402146118053,24.65545656975422,-25.44481935722637,3.52,1.47,,,,86.5,2032,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.89,,,,,,,,11,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,169,0.0,-0.016,,,,0.016,,0,0,0.54,0.46,25,35,26,36,1,0,5,1,,2,2.52,-0.58,-0.58,64.7
131,FF,2024-10-03,94.1,-0.84,5.9,"Myers, Tobias",608385,668964,field_out,hit_into_play,,,,,2,"Jesse Winker grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",F,L,R,MIL,NYM,X,6,ground_ball,0,0,2024,-0.27,1.69,-0.01,2.84,,,,1,2,Top,110.01,150.09,,,,,2.754120945089008,-136.98600012284265,-6.01424046012165,-3.99168542719502,30.965290980079168,-9.794732275783051,3.4,1.58,123,87.0,8,94.7,2275,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.84,0.517,0.487,0.0,1,0,0,4,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,195,0.017,-0.162,67.5,6.6,0.594,0.162,88.0,0,0,0.523,0.477,25,30,26,31,1,0,5,1,,2,0.89,0.27,-0.27,64.2
136,FF,2024-10-03,94.2,-0.75,5.87,"Myers, Tobias",578428,668964,field_out,hit_into_play,,,,,5,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,X,9,line_drive,0,2,2024,-0.39,1.58,-0.14,2.01,,,,0,2,Top,175.6,99.19,,,,,2.490910612981613,-136.9352602106475,-7.8536540771861105,-5.488096625101851,31.362499264913673,-10.794547632499624,3.19,1.43,277,83.3,26,94.7,2310,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.76,0.143,0.147,0.0,1,0,0,3,9,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,199,0.023,-0.146,71.3,6.6,0.205,0.146,88.0,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,1.0,0.39,0.39,63.4
139,FF,2024-10-03,92.7,-0.77,5.86,"Myers, Tobias",578428,668964,,foul,,,,,5,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,2,2024,-0.49,1.58,0.13,2.09,,,,0,2,Top,,,,,,,3.400218445064209,-134.7660103502314,-7.30779301512174,-6.736136118103903,30.047838833306976,-11.52694105471994,3.19,1.43,159,58.9,44,93.2,2233,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.79,,,,,,,,9,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,198,0.0,0.0,72.6,6.5,,0.0,88.0,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,1.08,0.49,0.49,62.0
142,CH,2024-10-03,81.3,-0.99,5.87,"Myers, Tobias",578428,668964,,foul,,,,,1,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,2,2024,-0.9,1.34,-0.62,3.09,,,,0,2,Top,,,,,,,2.585638773613536,-118.45839056985342,-2.2375434806123504,-8.968840541237565,21.447721902706324,-19.337758048656188,3.19,1.43,380,103.0,28,82.0,1827,6.6,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.92,,,,,,,,9,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,215,0.0,0.0,72.7,6.9,,0.0,103.0,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,2.09,0.9,0.9,63.5
147,FF,2024-10-03,92.3,-0.76,5.88,"Myers, Tobias",578428,668964,,foul,,,,,12,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,2,2024,-0.17,1.76,1.19,2.98,,,,0,2,Top,,,,,,,5.358973516948212,-134.25787824430645,-5.393964962000628,-3.253722642147662,30.260026787406233,-9.947331151835334,3.19,1.43,235,74.0,32,92.9,2236,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.76,,,,,,,,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,194,0.0,0.0,72.6,6.2,,0.0,88.0,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,0.93,0.17,0.17,66.4
152,CH,2024-10-03,79.5,-1.05,5.81,"Myers, Tobias",578428,668964,,foul,,,,,14,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,2,2024,-0.87,1.36,0.35,0.74,,,,0,2,Top,,,,,,,4.719716355157833,-115.51844742499708,-6.916997026933395,-8.63909723244484,21.61994469014974,-18.939186955140386,3.19,1.43,2,87.0,-30,80.1,1862,6.8,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.71,,,,,,,,9,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,0.0,58.0,7.8,,0.0,88.0,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,2.26,0.87,0.87,60.5
153,SL,2024-10-03,87.3,-0.91,5.91,"Myers, Tobias",578428,668964,,foul,,,,,14,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,1,2024,0.13,0.67,0.11,1.25,,,,0,2,Top,,,,,,,2.181803418836015,-127.1405523893428,-6.484331745256349,1.0099490857706868,25.31603485044847,-23.759948353821223,3.19,1.43,3,18.0,-18,87.8,2107,6.5,775337,596142,656555,668930,687401,642715,694192,663368,686217,54.01,,,,,,,,9,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,175,0.0,-0.049,71.0,7.6,,0.049,88.0,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,2.3,-0.13,-0.13,60.6
158,FF,2024-10-03,93.9,-0.83,5.88,"Myers, Tobias",578428,668964,,called_strike,,,,,6,Jose Iglesias lines out to right fielder Sal Frelick.,F,R,R,MIL,NYM,S,,,0,0,2024,-0.51,1.77,0.63,1.97,,,,0,2,Top,,,,,,,4.948524758162033,-136.51998549604772,-8.359230671161752,-7.42374873233466,30.500266946766818,-8.412556798357635,3.18,1.36,,,,94.4,2390,6.7,775337,596142,656555,668930,687401,642715,694192,663368,686217,53.82,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,195,0.0,-0.033,,,,0.033,,0,0,0.5,0.5,25,34,26,34,1,0,5,1,,2,0.82,0.51,0.51,63.7
174,FF,2024-10-03,92.6,2.14,5.59,"Quintana, Jose",642715,500779,field_out,hit_into_play,,,,,13,Willy Adames pops out to shortstop Francisco Lindor.,F,R,L,MIL,NYM,X,6,popup,1,0,2024,0.49,1.4,-0.87,2.18,,694192,,2,1,Bot,102.39,160.78,,,,,-8.826385125040641,-134.44440750175218,-5.985967677113837,7.940845527542425,30.012655589824934,-14.018271706883286,3.43,1.7,113,93.3,70,93.0,2167,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.76,0.001,0.0,0.0,1,0,0,3,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,153,-0.033,-0.349,78.3,8.6,0.001,0.349,93.3,0,0,0.533,0.533,35,28,35,29,1,0,5,1,6,,1.27,0.49,-0.49,40.5
179,FF,2024-10-03,91.2,2.18,5.64,"Quintana, Jose",642715,500779,,ball,,,,,11,Willy Adames pops out to shortstop Francisco Lindor.,F,R,L,MIL,NYM,B,,,0,0,2024,0.31,1.45,-0.02,3.98,,694192,,2,1,Bot,,,,,,,-6.233086671466326,-132.6857313227939,-1.3801972325077352,5.011635263151808,29.756959056398575,-15.0723324160074,3.48,1.69,,,,91.6,2302,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.83,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152,0.0,0.016,,,,-0.016,,0,0,0.533,0.533,35,28,35,29,1,0,5,1,6,,1.31,0.31,-0.31,44.2
187,FF,2024-10-03,92.0,2.19,5.59,"Quintana, Jose",661388,500779,field_out,hit_into_play,,,,,7,"William Contreras grounds out sharply, shortstop Francisco Lindor to second baseman Jose Iglesias to first baseman Pete Alonso.   Jackson Chourio to 2nd.",F,R,L,MIL,NYM,X,6,ground_ball,3,2,2024,0.55,1.25,-0.41,1.92,,,694192,1,1,Bot,116.1,149.08,,,,,-7.851295847215203,-133.66079562375847,-6.208888528662609,8.227636224013374,28.37246075472947,-16.01275060779036,3.49,1.66,21,102.0,-4,92.7,2086,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.77,0.394,0.348,0.0,1,0,0,2,7,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,152,-0.017,-0.434,74.6,6.8,0.458,0.434,102.0,0,0,0.55,0.55,35,26,35,27,1,0,5,1,6,,1.45,0.55,-0.55,41.8
195,CH,2024-10-03,86.2,2.24,5.72,"Quintana, Jose",661388,500779,,ball,,,,,14,"William Contreras grounds out sharply, shortstop Francisco Lindor to second baseman Jose Iglesias to first baseman Pete Alonso.   Jackson Chourio to 2nd.",F,R,L,MIL,NYM,B,,,2,2,2024,1.26,0.13,1.68,1.8,,,694192,1,1,Bot,,,,,,,-3.898288728888279,-125.44975231036524,-3.3292273545021835,14.113106371552927,26.392707190691745,-30.32804461959219,3.42,1.59,,,,85.9,1375,6.2,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.3,,,,,,,,7,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,120,0.0,0.09,,,,-0.09,,0,0,0.55,0.55,35,26,35,27,1,0,5,1,6,,2.95,1.26,-1.26,41.9
199,CU,2024-10-03,77.8,2.13,5.74,"Quintana, Jose",661388,500779,,called_strike,,,,,14,"William Contreras grounds out sharply, shortstop Francisco Lindor to second baseman Jose Iglesias to first baseman Pete Alonso.   Jackson Chourio to 2nd.",F,R,L,MIL,NYM,S,,,2,1,2024,-0.43,-0.65,0.97,1.82,,,694192,1,1,Bot,,,,,,,-1.6991384214135186,-113.38846443887552,-0.3303367478182919,-3.435047670959356,20.2991339566603,-37.924946115510615,3.49,1.54,,,,78.5,2145,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.82,,,,,,,,7,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,298,0.0,-0.067,,,,0.067,,0,0,0.55,0.55,35,26,35,27,1,0,5,1,6,,4.4,-0.43,0.43,43.8
203,CH,2024-10-03,86.8,2.16,5.66,"Quintana, Jose",661388,500779,,blocked_ball,,,,,13,"William Contreras grounds out sharply, shortstop Francisco Lindor to second baseman Jose Iglesias to first baseman Pete Alonso.   Jackson Chourio to 2nd.",F,R,L,MIL,NYM,B,,,1,1,2024,1.27,0.58,-0.32,-0.18,,,694192,1,1,Bot,,,,,,,-8.537727213182094,-125.9426227899216,-8.957292266679865,15.257957837516372,25.601151935589023,-24.282214576588576,3.48,1.71,,,,86.8,1348,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.05,,,,,,,,7,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,123,0.0,0.054,,,,-0.054,,0,0,0.55,0.55,35,26,35,27,1,0,5,1,6,,2.46,1.27,-1.27,41.9
216,SI,2024-10-03,91.0,2.25,5.58,"Quintana, Jose",661388,500779,,called_strike,,,,,9,"William Contreras grounds out sharply, shortstop Francisco Lindor to second baseman Jose Iglesias to first baseman Pete Alonso.   Jackson Chourio to 2nd.",F,R,L,MIL,NYM,S,,,1,0,2024,1.24,0.91,0.43,1.89,,,694192,1,1,Bot,,,,,,,-7.272716547504172,-132.30243864934374,-5.314183424406007,16.12460155248933,28.15818510694436,-20.52812194931462,3.55,1.71,,,,91.4,2047,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.94,,,,,,,,7,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,149,0.0,-0.056,,,,0.056,,0,0,0.55,0.55,35,26,35,27,1,0,5,1,6,,1.85,1.24,-1.24,38.6
219,CH,2024-10-03,86.6,2.25,5.66,"Quintana, Jose",661388,500779,,ball,,,,,14,"William Contreras grounds out sharply, shortstop Francisco Lindor to second baseman Jose Iglesias to first baseman Pete Alonso.   Jackson Chourio to 2nd.",F,R,L,MIL,NYM,B,,,0,0,2024,1.21,0.56,0.01,1.02,,,694192,1,1,Bot,,,,,,,-7.81911365741371,-125.89808656528648,-6.036590520021707,14.393928785106125,24.48262439316185,-25.202963188147596,3.55,1.65,,,,86.9,1311,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.03,,,,,,,,7,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,121,0.0,0.043,,,,-0.043,,0,0,0.55,0.55,35,26,35,27,1,0,5,1,6,,2.48,1.21,-1.21,40.5
232,CH,2024-10-03,87.2,2.17,5.71,"Quintana, Jose",663368,500779,strikeout,swinging_strike,,,,,14,Blake Perkins strikes out swinging.,F,R,L,MIL,NYM,S,2,,1,2,2024,1.05,0.31,0.17,0.91,,,694192,0,1,Bot,,,,,,,-6.961432246283394,-126.82115617886645,-6.03011853099908,12.75579957278002,25.31999599432266,-27.755436233878513,3.4,1.62,,,,87.2,1320,6.3,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.24,,0.0,0.0,1,0,0,,6,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,128,-0.033,-0.275,68.2,8.2,,0.275,,0,0,0.583,0.583,35,27,35,28,1,0,5,1,6,,2.68,1.05,-1.05,41.8
234,FF,2024-10-03,91.5,2.16,5.76,"Quintana, Jose",663368,500779,,foul,,,,,11,Blake Perkins strikes out swinging.,F,R,L,MIL,NYM,S,,,1,1,2024,0.24,1.36,-0.87,2.88,,,694192,0,1,Bot,,,,,,,-8.198468707284949,-133.0082025598075,-4.323199481267234,4.630280427312293,29.300952421501265,-15.288351928345223,3.4,1.62,223,103.1,13,91.8,2037,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.94,,,,,,,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,156,0.0,-0.074,74.3,7.7,,0.074,103.1,0,0,0.583,0.583,35,27,35,28,1,0,5,1,6,,1.37,0.24,-0.24,44.8
250,FF,2024-10-03,91.4,2.16,5.85,"Quintana, Jose",663368,500779,,foul_bunt,,,,,4,Blake Perkins strikes out swinging.,F,R,L,MIL,NYM,S,,,1,0,2024,0.43,1.27,-0.38,2.74,,,694192,0,1,Bot,,,,,,,-7.350685018722137,-132.94535368118582,-4.747955533885488,6.634291171000755,28.317614807632506,-16.21840083411119,3.4,1.62,,,,92.0,2107,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.83,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,148,0.0,-0.074,3.3,0.9,,0.074,,0,0,0.583,0.583,35,27,35,28,1,0,5,1,6,,1.45,0.43,-0.43,44.1
254,FF,2024-10-03,90.5,2.25,5.78,"Quintana, Jose",663368,500779,,ball,,,,,3,Blake Perkins strikes out swinging.,F,R,L,MIL,NYM,B,,,0,0,2024,0.29,1.31,0.58,3.36,,,694192,0,1,Bot,,,,,,,-4.818535947383926,-131.72214145185876,-2.9144726384757123,4.454218983160684,27.886379679261974,-16.483137428058473,3.33,1.61,,,,90.8,2138,6.5,775337,682626,624413,578428,668901,596019,607043,621438,516782,54.04,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,154,0.0,0.062,,,,-0.062,,0,0,0.583,0.583,35,27,35,28,1,0,5,1,6,,1.47,0.29,-0.29,42.8
265,FF,2024-10-03,90.9,2.09,5.81,"Quintana, Jose",694192,500779,single,hit_into_play,,,,,3,Jackson Chourio singles on a sharp ground ball to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,X,8,ground_ball,2,0,2024,0.28,1.4,0.29,2.99,,,,0,1,Bot,115.08,95.14,,,,,-5.128570781196549,-132.3164629949714,-4.175283616192051,4.34867237730025,27.81470240277987,-14.994485242189503,3.3,1.57,126,105.9,7,91.4,2084,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.95,0.649,0.597,0.9,1,1,0,4,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,155,0.036,0.306,76.0,7.7,0.73,-0.306,105.9,0,0,0.547,0.547,35,20,35,20,1,0,5,1,6,,1.35,0.28,-0.28,46.9
272,CU,2024-10-03,78.8,2.16,5.83,"Quintana, Jose",694192,500779,,ball,,,,,13,Jackson Chourio singles on a sharp ground ball to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,B,,,1,0,2024,-0.62,-0.6,-0.59,0.43,,,,0,1,Bot,,,,,,,-4.861278325367665,-114.70336731846636,-3.819840003545244,-4.527716902678453,21.526436875048535,-36.96518010928634,3.29,1.56,,,,79.3,2337,6.7,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.84,,,,,,,,5,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,312,0.0,0.062,,,,-0.062,,0,0,0.547,0.547,35,20,35,20,1,0,5,1,6,,4.27,-0.62,0.62,44.1
283,FF,2024-10-03,91.1,2.12,5.85,"Quintana, Jose",694192,500779,,ball,,,,,13,Jackson Chourio singles on a sharp ground ball to center fielder Tyrone Taylor.,F,R,L,MIL,NYM,B,,,0,0,2024,0.24,1.51,-1.52,2.23,,,,0,1,Bot,,,,,,,-9.695626411824422,-132.18600643355853,-6.400813773571191,4.888883590926695,29.14671763150731,-13.218531939155556,3.23,1.56,,,,91.2,2313,6.6,775337,682626,624413,578428,668901,596019,607043,621438,516782,53.9,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,0.034,,,,-0.034,,0,0,0.547,0.547,35,20,35,20,1,0,5,1,6,,1.26,0.24,-0.24,45.8
